id_reclamacao;data_abertura;categoria;descricao_reclamacao
2935387;2018-06-13T12:00:00-05:00;Cartão de crédito / Cartão pré-pago;De volta a xx/xx/xxxx, eu estava no xxxx xxxx tentando comprar um carro. Concluí um pedido de empréstimo e dei autorização xxxx para puxar meu relatório de crédito. Eu não sabia que xxxx sem meu consentimento enviou a inscrição em xx/xx/xxxx a outros quatro bancos na esperança de que um deles aprove meu empréstimo e, no processo, todos os bancos puxaram meu relatório de crédito, fazendo -me que tivesse um Inquérito de sucesso e afetando negativamente meu relatório de crédito. Para muitas consultas, igual a classificação de crédito negativo e permanecerá no meu relatório por dois anos. Entrei em contato hoje, xx/xx/xxxx e fui transferido para a unidade do departamento de crédito e fui informado por xxxx que, porque xxxx enviou ao aplicativo eletronicamente que seu procedimento deve fazer uma verificação de crédito, mesmo que eles não tenham escrito consentimento de eu para executar uma verificação de crédito. XXXX se recusou a me fornecer qualquer informação para que eu possa enviar uma disputa por escrito e solicitar uma carta de exclusão. Por XXXX Chase, não solicitará que a consulta seja excluída.
2465326;2017-04-24T12:00:00-05:00;Cartão de crédito / Cartão pré-pago;Tive um cartão Chase Cre DIT por vários anos quando o Chase Bank fechou minha conta de cartão de crédito, apesar de nenhum pagamento perdido ou atrasado, o que também apagou os pontos de recompensa na conta. A conta foi encerrada em xxxx e não seria reaberta mesmo após repetir o CA LLS para perseguir o Serviço de Cust Omer.
1409840;2015-06-08T12:00:00-05:00;Cartão de crédito / Cartão pré-pago;A Chase emitiu um cancelamento de dívida XXXX em 2014, que incluí nos meus impostos para o ano. Chase continua a relatar o saldo total devido ao meu relatório de crédito. Eu escrevi de um lado para o outro com perseguição até para verificar se algum acordo poderia ser alcançado, fui negado.
3223033;2019-04-25T12:00:00-05:00;Cartão de crédito / Cartão pré-pago;Xx/xx/2019 e xx/xx/2019 Esta conta xxxx apareceu no meu relatório de crédito que eu nunca sabia que havia dado minhas informações a qualquer empresa nos meses passados ​​e liguei para eles para me livrar dele, eles disseram que entraram em contato Xxxx e é apenas uma situação de um lado para o outro que eu preciso para tirar tudo isso do meu relatório
3224827;2019-04-27T12:00:00-05:00;Cartão de crédito / Cartão pré-pago;Minha idenidade foi comprometida enquanto eu era supervisor de servir nas forças armadas dos EUA entre xxxx - xxxx. Durante esse período, Chase Auto e Chase Card, mas uma investigação difícil não autorizada no meu relatório de crédito. Eu incluí as datas abaixo. Nunca autorizei o CHASE CARD ou o Chase Auto a executar uma investigação difícil no meu relatório de crédito. Exijo que essas perguntas difíceis sejam removidas do meu relatório de crédito imediatamente.   1. Cartão de perseguição xx/xx/xxxx 2. CHASE AUTO XX/XX/XXXX 3. CHASE AUTO XX/XX/XXXX 4. CARTÃO CHASE XX/XX/XXXX 5. Cartão de perseguição xx/xx/xxxx 6. CHASE XX xx /Xx/xxxx 7. Cartão de perseguição xx/xx/xxxx 8. Cartão de perseguição xx/xx/xxxx 9. Cartão de perseguição xx/xx/xxxx 10. Chase Auto xx/xx/xxxx xxxxx
2969815;2018-07-22T12:00:00-05:00;Cartão de crédito / Cartão pré-pago;"No XX/XX/2018, o Sr. XXXX foi negado um aumento no limite de crédito por razões que não eram relevantes em XX/XX/2018 quando um aumento no limite de crédito foi aprovado e acabou sendo concedido. Esta é uma violação direta da Lei da Oportunidade de Crédito Igual (ECOA), conforme declarado pela Seção IV de Conformidade do FDIC 1.1 ""Um credor não pode se recusar a estender o crédito ou usar padrões diferentes para determinar se deve estender o crédito. '' Em ​​XX/XX/2018 Foi concedido um limite de crédito, no limite de crédito XX/XX/2018A."
2655023;2017-08-30T12:00:00-05:00;Cartão de crédito / Cartão pré-pago;"Eu me inscrevi no cartão de crédito xxxx xxxx xxxx há duas semanas. No site, ofereceu um crédito de declaração {$ 200,00} após gastar {$ 500,00} nos três primeiros meses. Eu me inscrevi para este cartão e fui aprovado. Após a aprovação, a página carregou e agora disse que eu receberia um cartão -presente {$ 200,00} xxxx. Normalmente, isso não teria sido muito importante para mim, mas como vamos ao XXXX em menos de um mês, o cartão -presente chegaria tarde demais para usarmos no parque. Desde que a promoção que está sendo anunciada não era o que me foi dada, decidi ligar para a empresa e pedir que eles defendessem a oferta que me foram prometidos ao me inscrever. Eu trabalhei com eles (me disseram que precisava atender a todos os requisitos antes que eles pudessem enviar qualquer coisa para mim) e, depois de atender a todos os requisitos que liguei de volta e enviei uma solicitação para receber o prometido {$ 200,00} como um crédito de extrato. Eles enviaram a questão ao seu Departamento de Publicidade, onde foi rejeitado. Liguei de volta e desta vez pedi para falar com um supervisor. Esse supervisor foi muito prestativo, ele foi ao site que eu havia solicitado o cartão, viu que me ofereceram uma promoção diferente e me disse que ele o pressionaria e garantiria que eles ""fizessem o que tinham prometido. '' Senti certeza de que tudo seria resolvido e esperado. Então hoje recebi outro aviso por escrito de que meu pedido havia sido negado. Liguei e fui informado por um supervisor de que não havia outra opção para resolver isso, que Não havia ninguém com mais autoridade com a qual eu pudesse falar e não havia como falar com alguém do departamento que rejeitou minha reivindicação. Ele me disse que não havia mais nada que pudesse ser feito em relação a essa situação e enquanto eu estava sentado lá em choque Por serem informados de que eles não continuariam me ajudando com isso, ele educadamente ficou em mim. Não posso acreditar que uma empresa estabelecida e confiável, como o Chase Bank, trataria um cliente dessa maneira. Fiz tudo o que é necessário e sua promoção é anúncio falsamente Ising algo que eles não estão dispostos a dar. Eu também tentei calmamente dar a eles a chance de fazer isso direito e fui muito mal tratado e eles não fizeram nada para resolver a publicidade falsa que pode ser facilmente visualizada em xxxx xxxx xxxx xxxx xxxx xxxx xxxx xxxx toda essa situação me deixou sentindo impotente E inédito, espero que o CFPB me ajude a responsabilizar o Chase. O último supervisor com quem falei deixou muito claro que a empresa não se importava com o que havia prometido e que eu não poderia fazer nada a respeito. Não acredito que isso seja apropriado ou justo.   Muito obrigado pelo seu tempo, xxxx xxxx"
3903921;2020-10-16T12:00:00-05:00;Cartão de crédito / Cartão pré-pago;Eu fui uma vitória de fraude em muitas perguntas sobre meu relatório de crédito em que não autorizei
1867357;2016-04-06T12:00:00-05:00;Cartão de crédito / Cartão pré-pago;Cartões de crédito não autorizados listados no meu relatório de crédito que eu não autorizei enquanto também puxava meu relatório de crédito. Minhas informações pessoais e privadas foram extraídas em xxxx xxxx, xxxx por xxxx xxxx xxxx na Califórnia, que foi considerado inadmissível. Minhas informações pessoais e privadas também foram declaradas em áudio com direitos autorais em xxxx xxxx que agora é conhecimento público (referência # xxxx), já que essa pessoa responsável por obter meu número de segurança social tinha xxxx puxando minhas informações, tive tentativas de pessoas tentando usar meu Número do Seguro Social para abrir contas em meu nome.
3388893;2019-09-27T12:00:00-05:00;Cartão de crédito / Cartão pré-pago;Estou escrevendo para solicitar sua ajuda. Sou vítima de roubo de identidade. Tentei resolver esse assunto com xxxx xxxx no passado. De volta a xx/xx/xxxx, eles receberam uma demanda por carta de validação entregue por correio certificado. A partir de hoje, eles não conseguiram me fornecer a prova que solicitei legalmente. Essa conta fraudulenta que está sendo relatada às agências de crédito é uma violação sob a FCRA.   A conta é a seguinte: CARTÃO CHASE # XXXX. Data aberta xx/xx/xxxx, balance {$ 0,00}, limite {$ 1600.00}. Por favor, ajude -me a resolver esse problema, pois eles estão cometendo uma violação da Lei de Práticas de Coleta de Dívidas Justas e difamação de caráter.
2481776;2017-05-10T12:00:00-05:00;Cartão de crédito / Cartão pré-pago;Olá, meu nome é xxxx xxxx e abro uma conta de cartão de crédito no Chase Bank para a British Airways (um CCT #) por volta de 2002 e naquela época não havia taxas anuais. Nunca assinei nenhum contrato de cartão de crédito com este banco de perseguição bancário com a British Airways e agora fui cobrado taxas anuais sem meu consentimento ou qualquer contrato entre mim e o banco. Solicitei várias vezes para me enviar o contrato original com minha assinatura que mostra quaisquer taxas anuais envolvidas, mas sem sucesso. O Chase Bank recusou e tentando destruir meus arquivos de classificação de crédito com o XXXX Major Credit Bureau, pressionando -me que tenho que fechar ou cancelar minha conta de cartão de crédito para que eles parassem de cobrar/me cobrar por taxas anuais pelas quais não assinei. Nunca recebi nenhum acordo que envolva taxas anuais. Estou pedindo sua ajuda para interromper esse tipo de abuso da Chase B Ank/British Airways da XXXX de uma classe trabalhadora como eu. Incluído abaixo está o meu faturamento de anexo do Chase Bank /British Airways.
1448644;2015-07-02T12:00:00-05:00;Cartão de crédito / Cartão pré-pago;Fui forçado a registrar uma reclamação (xxxx) há alguns meses porque o Chase Bank não me deu os pontos da British Airways aos quais eu tinha direito no meu cartão de crédito. Depois que você interveio, eles o consertaram. Agora a mesma coisa aconteceu na minha instrução xxxx xxxx. Quantas vezes eu tenho que passar por isso? Enviei um e -mail a Chase esta manhã e disse que eu estaria cancelando o cartão assim que a taxa anual voltar a ocorrer se isso ocorrer mais uma vez, mas enquanto isso, você pode cutucá -los para me dar os pontos que ganhei? Obrigada.
1952643;2016-06-04T12:00:00-05:00;Cartão de crédito / Cartão pré-pago;"Meu marido faleceu em 2005 e, desde então, o Chase Bank está recebendo o pagamento da hipoteca da minha conta, mas não me dará o crédito por isso. Paguei a hipoteca em {$ 330000.00} e pedi ao Chase Bank para colocar meu número de segurança social no empréstimo e enviá -lo às agências de relatórios de crédito, mas elas não farão isso por mim. Eles me enviaram uma carta dizendo que ""você não é financeiramente responsável por esse empréstimo"", mas ainda assim eles continuam a tirar o pagamento da minha conta, mas não me ajudarão enviando essas informações às agências de relatórios de crédito para que eu possa melhorar Minha classificação de crédito, que é ruim devido ao fato de eu ter uma criança com doenças mentais e ter problemas com meus cartões de crédito, o que resultou em uma baixa classificação de crédito. Pedi ao Chase Bank que colocasse meu número de segurança social neste empréstimo, Tomou a certidão de óbito em cinco vezes e eles não me ajudarão. A casa venderia por pelo menos xxxx e eu devo {$ 63000,00}, pagá -los por mais de {$ 330000.00}. Se isso estivesse no meu relatório de crédito, isso ajudaria eu tremendamente. Eu sou uma viúva e com renda fixa. Preciso desse crédito. Por que não consigo entender ???"
3323014;2019-07-30T12:00:00-05:00;Cartão de crédito / Cartão pré-pago;No XXXX, o Chase de repente feche todos os meus cartões de crédito porque gasto mais de 10k no dia xxxx xxxx usando meu cartão de assinatura xxxx xxxx. Eu nunca tenho um atraso no pagamento e minha pontuação de crédito nunca abaixo do xxxx. Liguei para o número no cartão. O representante me disse que já tomou a decisão e não fará nenhuma reconsideração. Isso é injusto para o cliente e traga muitos problemas para mim.
2791408;2018-01-23T12:00:00-05:00;Cartão de crédito / Cartão pré-pago;Meu marido xxxx xxxx x/xx/2017 (ele foi para a cama um homem saudável e logo após XXXX teve um enorme xxxx xxxx. Minha filha e eu fizemos xxxx nele enquanto espera Cartão de perseguição sabe. Eles pediram repetidamente para falar com meu marido para obter autorização para falar comigo ?????? Totalmente chateado, entreguei o telefone à minha tia (nem mesmo meus maridos tia ... .Mine) eles falaram com ela !!!! Eles mudaram o cartão para mim sendo o primário (depois que meu marido xxxx xxxx) sem minha autorização (originalmente apenas um usuário autorizado) solicitei repetidamente que algo/qualquer coisa fosse enviada para mim mostrando que dei autorização para essa mudança. Eles me enviaram uma cópia do aplicativo original que mostra ao meu marido o primário, sem secundário e eu como um usuário autorizado apenas. Depois de receber isso, eles ainda se recusam a remover meu nome do cartão e me pediram para enviar a eles uma cópia disso ????? Eles enviaram para mim por que eles precisariam de mim para enviar para eles? Durante todo o tempo em que tínhamos esse cartão, eu teria que fazer meu marido ligar para dar autorização para que eles falassem comigo sobre qualquer coisa, exceto fazer um pagamento. Eles também fecharam o cartão (não eu) que continuam ligando e me assediando, me ligaram três vezes (mesmo depois de dizer a eles onde eu estava) enquanto eu estava no hospital esperando enquanto minha filha estava tendo xxxx xxxx !!! Eles estão arruinando meu crédito e não lavam o saldo no cartão e me deixam em paz. Eu gostaria de remover meu nome do cartão aberto fraudulentamente, remover o saldo do cartão fechado e restaurar meu crédito. (XXXX já fez isso xxxx xxxx ainda não o fez). Eu pedi repetidamente que o entregassem a uma agência de cobrança externa, pois uma agência externa exigirá que eles provessem que essa é a minha conta, mas eles continuam tentando coletar internamente.
2869365;2018-04-10T12:00:00-05:00;Cartão de crédito / Cartão pré-pago;ONXX/XX/XXXX Um Pay Chase Autorizado (xxxx) removido {$ 400.00} da minha conta de corrente Chase. Aconselhei a Chase imediatamente que não autentive essa transação. Chase me aconselhou que eu precisaria assinar uma declaração de disputa. Fui ao ramo dentro de uma hora assinei a declaração e enviei por fax, conforme solicitado por Chase. Chase me aconselhou e ao vice -presidente da filial que um crédito seria emitido para minha conta por {$ 400,00}. O crédito apareceu na minha conta de corrente congelada em xx/xx/xxxx. Passei a verificar minha conta onxx/xx/xxxx para ver o crédito removido. Depois de passar várias horas no telefone com Chase, eles me aconselharam que era um crédito de emergência. Não entendo como você pode emitir um crédito e removê -lo. Este é o meu dinheiro. Ninguém me ligou de volta e todo mundo me dá histórias diferentes.
3378154;2019-09-18T12:00:00-05:00;Cartão de crédito / Cartão pré-pago;Pedi à empresa que reduza minha taxa de juros de 29,99 %. Eu pago a tempo e tenho   uma pontuação de crédito alta. Eu nunca posso pagar esse saldo com essa alta taxa.
2657515;2017-09-03T12:00:00-05:00;Cartão de crédito / Cartão pré-pago;"Eu me inscrevi em um cartão de crédito da Amazon (Chase Bank). Tenho um bom crédito (pontuação de crédito de xxxx no dia em que me inscrevi). Essa pontuação é melhor do que outros que obtiveram este cartão, de acordo com o meu Reach. Eu tenho uma captura de tela dessa pontuação, se você quiser vê -la. Tenho baixa utilização de crédito e pago todas as minhas contas a tempo. Fui negado o crédito apenas porque obtive bancos há 8 anos. É ilegal negar a alguém crédito com base em um status como o banheiro: ""A lei federal fornece proibições expressas contra o tratamento discriminatório de devedores por unidades governamentais e empregadores privados.   Uma unidade governamental ou empregador privado não pode discriminar uma pessoa apenas porque a pessoa era devedor, foi insolvente antes ou durante o caso, ou não pagou uma dívida que foi dispensada no caso.   Eu gostaria do Chase Bank investigado para discriminação. O # de referência da letra que recebi é # xxxx. Obrigada!"
3954489;2020-11-14T12:00:00-05:00;Cartão de crédito / Cartão pré-pago;A quem se preocupa: comprei um laptop xxxx e um pacote de software em ou sobre xxxx/xx/2020 com um representante xxxx, xxxx xxxx. Por causa da longa espera ao receber este produto, cancelei o pedido aproximadamente uma semana depois. XXXX, no entanto, enviei esse item referenciado de qualquer maneira e eu o recebi fisicamente por volta de xxxx xx/xx/2020 e posteriormente devolveu o laptop para xxxx aproximadamente uma semana depois.   XXXX me notificou por meio de e-mails e conversas telefônicas que receberam o pedido de volta xxxx em xxxx xx/xx/2020 e que eles-xxx notificaram o chase/visto do meu retorno e a autorização xxxx xxxx para reembolsar-credit de volta ao meu perseguir crédito de liberdade Cartão para a transação xxxx xxxx xxxx xxxx e xxxx xxxx centavo, este laptop referenciado.xxxx está atrasando e interrompendo propositadamente creditando minha conta de liberdade de chase pelo {$ 750,00}.   Depois de retornar de uma viagem pelo país de xxxx xx/xx/2020, me comuniquei com o Chase sobre resolução com essa transação/ID da reivindicação: xxxx e fui notificado de que eles fecharam essa reivindicação. Dentro de algumas semanas, solicitei que essa reivindicação fosse reabrada e resolvida adequadamente.   Enviei um documento de comprovante por e -mail da XXXX para Chase, mostrando que XXXX recebeu seu produto meses atrás e havia autorizado o crédito por {$ 750,00} de volta para o meu cartão de crédito da Chase Freedom !! Eu apreciaria resolução Swift, Final e Correta (crédito de {$ 750,00} na minha conta) desta reivindicação. Obrigada.
